,value
4214,bread_roll_intake_f101160_4_0
4215,naan_bread_intake_f101230_0_0
4216,naan_bread_intake_f101230_1_0
4217,naan_bread_intake_f101230_2_0
4218,naan_bread_intake_f101230_3_0
4219,naan_bread_intake_f101230_4_0
4220,garlic_bread_intake_f101240_0_0
4221,garlic_bread_intake_f101240_1_0
4222,garlic_bread_intake_f101240_2_0
4223,garlic_bread_intake_f101240_3_0
4224,garlic_bread_intake_f101240_4_0
4225,crispbread_intake_f101250_0_0
4226,crispbread_intake_f101250_1_0
4227,crispbread_intake_f101250_2_0
4228,crispbread_intake_f101250_3_0
4229,crispbread_intake_f101250_4_0
4230,oatcakes_intake_f101260_0_0
4231,oatcakes_intake_f101260_1_0
4232,oatcakes_intake_f101260_2_0
4233,oatcakes_intake_f101260_3_0
4234,oatcakes_intake_f101260_4_0
4235,other_bread_intake_f101270_0_0
4236,other_bread_intake_f101270_1_0
4237,other_bread_intake_f101270_2_0
4238,other_bread_intake_f101270_3_0
4239,other_bread_intake_f101270_4_0
4240,buttermargarine_on_breadcrackers_f101300_0_0
4241,buttermargarine_on_breadcrackers_f101300_1_0
4242,buttermargarine_on_breadcrackers_f101300_2_0
4243,buttermargarine_on_breadcrackers_f101300_3_0
4244,buttermargarine_on_breadcrackers_f101300_4_0
4245,number_of_bread_slices_with_buttermargarine_f101310_0_0
4246,number_of_bread_slices_with_buttermargarine_f101310_1_0
4247,number_of_bread_slices_with_buttermargarine_f101310_2_0
4248,number_of_bread_slices_with_buttermargarine_f101310_3_0
4249,number_of_bread_slices_with_buttermargarine_f101310_4_0
4250,number_of_baguettes_with_buttermargarine_f101350_0_0
4251,number_of_baguettes_with_buttermargarine_f101350_1_0
4252,number_of_baguettes_with_buttermargarine_f101350_2_0
4253,number_of_baguettes_with_buttermargarine_f101350_3_0
4254,number_of_baguettes_with_buttermargarine_f101350_4_0
4255,number_of_baps_with_buttermargarine_f101390_0_0
4256,number_of_baps_with_buttermargarine_f101390_1_0
4257,number_of_baps_with_buttermargarine_f101390_2_0
4258,number_of_baps_with_buttermargarine_f101390_3_0
4259,number_of_baps_with_buttermargarine_f101390_4_0
4260,number_of_bread_rolls_with_buttermargarine_f101430_0_0
4261,number_of_bread_rolls_with_buttermargarine_f101430_1_0
4262,number_of_bread_rolls_with_buttermargarine_f101430_2_0
4263,number_of_bread_rolls_with_buttermargarine_f101430_3_0
4264,number_of_bread_rolls_with_buttermargarine_f101430_4_0
4265,number_of_crackerscrispbreads_with_buttermargarine_f101470_0_0
4266,number_of_crackerscrispbreads_with_buttermargarine_f101470_1_0
4267,number_of_crackerscrispbreads_with_buttermargarine_f101470_2_0
4268,number_of_crackerscrispbreads_with_buttermargarine_f101470_3_0
4269,number_of_crackerscrispbreads_with_buttermargarine_f101470_4_0
4270,number_of_oatcakes_with_buttermargarine_f101510_0_0
4271,number_of_oatcakes_with_buttermargarine_f101510_1_0
4272,number_of_oatcakes_with_buttermargarine_f101510_2_0
4273,number_of_oatcakes_with_buttermargarine_f101510_3_0
4274,number_of_oatcakes_with_buttermargarine_f101510_4_0
4275,number_of_other_bread_types_with_buttermargarine_f101550_0_0
4276,number_of_other_bread_types_with_buttermargarine_f101550_1_0
4277,number_of_other_bread_types_with_buttermargarine_f101550_2_0
4278,number_of_other_bread_types_with_buttermargarine_f101550_3_0
4279,number_of_other_bread_types_with_buttermargarine_f101550_4_0
4280,double_crust_pastry_intake_f101970_0_0
4281,double_crust_pastry_intake_f101970_1_0
4282,double_crust_pastry_intake_f101970_2_0
4283,double_crust_pastry_intake_f101970_3_0
4284,double_crust_pastry_intake_f101970_4_0
4285,single_crust_pastry_intake_f101980_0_0
4286,single_crust_pastry_intake_f101980_1_0
4287,single_crust_pastry_intake_f101980_2_0
4288,single_crust_pastry_intake_f101980_3_0
4289,single_crust_pastry_intake_f101980_4_0
4290,crumble_intake_f101990_0_0
4291,crumble_intake_f101990_1_0
4292,crumble_intake_f101990_2_0
4293,crumble_intake_f101990_3_0
4294,crumble_intake_f101990_4_0
4295,pizza_intake_f102000_0_0
4296,pizza_intake_f102000_1_0
4297,pizza_intake_f102000_2_0
4298,pizza_intake_f102000_3_0
4299,pizza_intake_f102000_4_0
4300,pancake_intake_f102010_0_0
4301,pancake_intake_f102010_1_0
4302,pancake_intake_f102010_2_0
4303,pancake_intake_f102010_3_0
4304,pancake_intake_f102010_4_0
4305,scotch_pancake_intake_f102020_0_0
4306,scotch_pancake_intake_f102020_1_0
4307,scotch_pancake_intake_f102020_2_0
4308,scotch_pancake_intake_f102020_3_0
4309,scotch_pancake_intake_f102020_4_0
4310,yorkshire_pudding_intake_f102030_0_0
4311,yorkshire_pudding_intake_f102030_1_0
4312,yorkshire_pudding_intake_f102030_2_0
4313,yorkshire_pudding_intake_f102030_3_0
4314,yorkshire_pudding_intake_f102030_4_0
4315,indian_snacks_intake_f102040_0_0
4316,indian_snacks_intake_f102040_1_0
4317,indian_snacks_intake_f102040_2_0
4318,indian_snacks_intake_f102040_3_0
4319,indian_snacks_intake_f102040_4_0
4320,croissant_intake_f102050_0_0
4321,croissant_intake_f102050_1_0
4322,croissant_intake_f102050_2_0
4323,croissant_intake_f102050_3_0
4324,croissant_intake_f102050_4_0
4325,danish_pastry_intake_f102060_0_0
4326,danish_pastry_intake_f102060_1_0
4327,danish_pastry_intake_f102060_2_0
4328,danish_pastry_intake_f102060_3_0
4329,danish_pastry_intake_f102060_4_0
4330,scone_intake_f102070_0_0
4331,scone_intake_f102070_1_0
4332,scone_intake_f102070_2_0
4333,scone_intake_f102070_3_0
4334,scone_intake_f102070_4_0
4335,yogurticecream_consumers_f102080_0_0
4336,yogurticecream_consumers_f102080_1_0
4337,yogurticecream_consumers_f102080_2_0
4338,yogurticecream_consumers_f102080_3_0
4339,yogurticecream_consumers_f102080_4_0
4340,yogurt_intake_f102090_0_0
4341,yogurt_intake_f102090_1_0
4342,yogurt_intake_f102090_2_0
4343,yogurt_intake_f102090_3_0
4344,yogurt_intake_f102090_4_0
4345,icecream_intake_f102120_0_0
4346,icecream_intake_f102120_1_0
4347,icecream_intake_f102120_2_0
4348,icecream_intake_f102120_3_0
4349,icecream_intake_f102120_4_0
4350,dessert_consumers_f102130_0_0
4351,dessert_consumers_f102130_1_0
4352,dessert_consumers_f102130_2_0
4353,dessert_consumers_f102130_3_0
4354,dessert_consumers_f102130_4_0
4355,milkbased_pudding_intake_f102140_0_0
4356,milkbased_pudding_intake_f102140_1_0
4357,milkbased_pudding_intake_f102140_2_0
4358,milkbased_pudding_intake_f102140_3_0
4359,milkbased_pudding_intake_f102140_4_0
4360,other_milkbased_pudding_intake_f102150_0_0
4361,other_milkbased_pudding_intake_f102150_1_0
4362,other_milkbased_pudding_intake_f102150_2_0
4363,other_milkbased_pudding_intake_f102150_3_0
4364,other_milkbased_pudding_intake_f102150_4_0
4365,soya_dessert_intake_f102170_0_0
4366,soya_dessert_intake_f102170_1_0
4367,soya_dessert_intake_f102170_2_0
4368,soya_dessert_intake_f102170_3_0
4369,soya_dessert_intake_f102170_4_0
4370,fruitcake_intake_f102180_0_0
4371,fruitcake_intake_f102180_1_0
4372,fruitcake_intake_f102180_2_0
4373,fruitcake_intake_f102180_3_0
4374,fruitcake_intake_f102180_4_0
4375,cake_intake_f102190_0_0
4376,cake_intake_f102190_1_0
4377,cake_intake_f102190_2_0
4378,cake_intake_f102190_3_0
4379,cake_intake_f102190_4_0
4380,doughnut_intake_f102200_0_0
4381,doughnut_intake_f102200_1_0
4382,doughnut_intake_f102200_2_0
4383,doughnut_intake_f102200_3_0
4384,doughnut_intake_f102200_4_0
4385,sponge_pudding_intake_f102210_0_0
4386,sponge_pudding_intake_f102210_1_0
4387,sponge_pudding_intake_f102210_2_0
4388,sponge_pudding_intake_f102210_3_0
4389,sponge_pudding_intake_f102210_4_0
4390,cheesecake_intake_f102220_0_0
4391,cheesecake_intake_f102220_1_0
4392,cheesecake_intake_f102220_2_0
4393,cheesecake_intake_f102220_3_0
4394,cheesecake_intake_f102220_4_0
4395,other_dessert_intake_f102230_0_0
4396,other_dessert_intake_f102230_1_0
4397,other_dessert_intake_f102230_2_0
4398,other_dessert_intake_f102230_3_0
4399,other_dessert_intake_f102230_4_0
4400,sweet_snack_consumers_f102250_0_0
4401,sweet_snack_consumers_f102250_1_0
4402,sweet_snack_consumers_f102250_2_0
4403,sweet_snack_consumers_f102250_3_0
4404,sweet_snack_consumers_f102250_4_0
4405,chocolate_bar_intake_f102260_0_0
4406,chocolate_bar_intake_f102260_1_0
4407,chocolate_bar_intake_f102260_2_0
4408,chocolate_bar_intake_f102260_3_0
4409,chocolate_bar_intake_f102260_4_0
4410,white_chocolate_intake_f102270_0_0
4411,white_chocolate_intake_f102270_1_0
4412,white_chocolate_intake_f102270_2_0
4413,white_chocolate_intake_f102270_3_0
4414,white_chocolate_intake_f102270_4_0
4415,milk_chocolate_intake_f102280_0_0
4416,milk_chocolate_intake_f102280_1_0
4417,milk_chocolate_intake_f102280_2_0
4418,milk_chocolate_intake_f102280_3_0
4419,milk_chocolate_intake_f102280_4_0
4420,dark_chocolate_intake_f102290_0_0
4421,dark_chocolate_intake_f102290_1_0
4422,dark_chocolate_intake_f102290_2_0
4423,dark_chocolate_intake_f102290_3_0
4424,dark_chocolate_intake_f102290_4_0
4425,chocolatecovered_raisin_intake_f102300_0_0
4426,chocolatecovered_raisin_intake_f102300_1_0
4427,chocolatecovered_raisin_intake_f102300_2_0
4428,chocolatecovered_raisin_intake_f102300_3_0
4429,chocolatecovered_raisin_intake_f102300_4_0
4430,chocolate_sweet_intake_f102310_0_0
4431,chocolate_sweet_intake_f102310_1_0
4432,chocolate_sweet_intake_f102310_2_0
4433,chocolate_sweet_intake_f102310_3_0
4434,chocolate_sweet_intake_f102310_4_0
4435,diet_sweets_intake_f102320_0_0
4436,diet_sweets_intake_f102320_1_0
4437,diet_sweets_intake_f102320_2_0
4438,diet_sweets_intake_f102320_3_0
4439,diet_sweets_intake_f102320_4_0
4440,sweets_intake_f102330_0_0
4441,sweets_intake_f102330_1_0
4442,sweets_intake_f102330_2_0
4443,sweets_intake_f102330_3_0
4444,sweets_intake_f102330_4_0
4445,chocolatecovered_biscuits_intake_f102340_0_0
4446,chocolatecovered_biscuits_intake_f102340_1_0
4447,chocolatecovered_biscuits_intake_f102340_2_0
4448,chocolatecovered_biscuits_intake_f102340_3_0
4449,chocolatecovered_biscuits_intake_f102340_4_0
4450,chocolate_biscuits_intake_f102350_0_0
4451,chocolate_biscuits_intake_f102350_1_0
4452,chocolate_biscuits_intake_f102350_2_0
4453,chocolate_biscuits_intake_f102350_3_0
4454,chocolate_biscuits_intake_f102350_4_0
4455,sweet_biscuits_intake_f102360_0_0
4456,sweet_biscuits_intake_f102360_1_0
4457,sweet_biscuits_intake_f102360_2_0
4458,sweet_biscuits_intake_f102360_3_0
4459,sweet_biscuits_intake_f102360_4_0
4460,cereal_bar_intake_f102370_0_0
4461,cereal_bar_intake_f102370_1_0
4462,cereal_bar_intake_f102370_2_0
4463,cereal_bar_intake_f102370_3_0
4464,cereal_bar_intake_f102370_4_0
4465,other_sweets_intake_f102380_0_0
4466,other_sweets_intake_f102380_1_0
4467,other_sweets_intake_f102380_2_0
4468,other_sweets_intake_f102380_3_0
4469,other_sweets_intake_f102380_4_0
4470,savoury_snack_consumers_f102400_0_0
4471,savoury_snack_consumers_f102400_1_0
4472,savoury_snack_consumers_f102400_2_0
4473,savoury_snack_consumers_f102400_3_0
4474,savoury_snack_consumers_f102400_4_0
4475,salted_peanuts_intake_f102410_0_0
4476,salted_peanuts_intake_f102410_1_0
4477,salted_peanuts_intake_f102410_2_0
4478,salted_peanuts_intake_f102410_3_0
4479,salted_peanuts_intake_f102410_4_0
4480,unsalted_peanuts_intake_f102420_0_0
4481,unsalted_peanuts_intake_f102420_1_0
4482,unsalted_peanuts_intake_f102420_2_0
4483,unsalted_peanuts_intake_f102420_3_0
4484,unsalted_peanuts_intake_f102420_4_0
4485,salted_nuts_intake_f102430_0_0
4486,salted_nuts_intake_f102430_1_0
4487,salted_nuts_intake_f102430_2_0
4488,salted_nuts_intake_f102430_3_0
4489,salted_nuts_intake_f102430_4_0
4490,unsalted_nuts_intake_f102440_0_0
4491,unsalted_nuts_intake_f102440_1_0
4492,unsalted_nuts_intake_f102440_2_0
4493,unsalted_nuts_intake_f102440_3_0
4494,unsalted_nuts_intake_f102440_4_0
4495,seeds_intake_f102450_0_0
4496,seeds_intake_f102450_1_0
4497,seeds_intake_f102450_2_0
4498,seeds_intake_f102450_3_0
4499,seeds_intake_f102450_4_0
4500,crisp_intake_f102460_0_0
4501,crisp_intake_f102460_1_0
4502,crisp_intake_f102460_2_0
4503,crisp_intake_f102460_3_0
4504,crisp_intake_f102460_4_0
4505,savoury_biscuits_intake_f102470_0_0
4506,savoury_biscuits_intake_f102470_1_0
4507,savoury_biscuits_intake_f102470_2_0
4508,savoury_biscuits_intake_f102470_3_0
4509,savoury_biscuits_intake_f102470_4_0
4510,cheesy_biscuits_intake_f102480_0_0
4511,cheesy_biscuits_intake_f102480_1_0
4512,cheesy_biscuits_intake_f102480_2_0
4513,cheesy_biscuits_intake_f102480_3_0
4514,cheesy_biscuits_intake_f102480_4_0
4515,olives_intake_f102490_0_0
4516,olives_intake_f102490_1_0
4517,olives_intake_f102490_2_0
4518,olives_intake_f102490_3_0
4519,olives_intake_f102490_4_0
4520,other_savoury_snack_intake_f102500_0_0
4521,other_savoury_snack_intake_f102500_1_0
4522,other_savoury_snack_intake_f102500_2_0
4523,other_savoury_snack_intake_f102500_3_0
4524,other_savoury_snack_intake_f102500_4_0
4525,soup_consumers_f102520_0_0
4526,soup_consumers_f102520_1_0
4527,soup_consumers_f102520_2_0
4528,soup_consumers_f102520_3_0
4529,soup_consumers_f102520_4_0
4530,powderedinstant_soup_intake_f102530_0_0
4531,powderedinstant_soup_intake_f102530_1_0
4532,powderedinstant_soup_intake_f102530_2_0
4533,powderedinstant_soup_intake_f102530_3_0
4534,powderedinstant_soup_intake_f102530_4_0
4535,canned_soup_intake_f102540_0_0
4536,canned_soup_intake_f102540_1_0
4537,canned_soup_intake_f102540_2_0
4538,canned_soup_intake_f102540_3_0
4539,canned_soup_intake_f102540_4_0
4540,homemade_soup_intake_f102620_0_0
4541,homemade_soup_intake_f102620_1_0
4542,homemade_soup_intake_f102620_2_0
4543,homemade_soup_intake_f102620_3_0
4544,homemade_soup_intake_f102620_4_0
4545,starchy_food_consumers_f102700_0_0
4546,starchy_food_consumers_f102700_1_0
4547,starchy_food_consumers_f102700_2_0
4548,starchy_food_consumers_f102700_3_0
4549,starchy_food_consumers_f102700_4_0
4550,white_pasta_intake_f102710_0_0
4551,white_pasta_intake_f102710_1_0
4552,white_pasta_intake_f102710_2_0
4553,white_pasta_intake_f102710_3_0
4554,white_pasta_intake_f102710_4_0
4555,wholemeal_pasta_intake_f102720_0_0
4556,wholemeal_pasta_intake_f102720_1_0
4557,wholemeal_pasta_intake_f102720_2_0
4558,wholemeal_pasta_intake_f102720_3_0
4559,wholemeal_pasta_intake_f102720_4_0
4560,white_rice_intake_f102730_0_0
4561,white_rice_intake_f102730_1_0
4562,white_rice_intake_f102730_2_0
4563,white_rice_intake_f102730_3_0
4564,white_rice_intake_f102730_4_0
4565,brown_rice_intake_f102740_0_0
4566,brown_rice_intake_f102740_1_0
4567,brown_rice_intake_f102740_2_0
4568,brown_rice_intake_f102740_3_0
4569,brown_rice_intake_f102740_4_0
4570,sushi_intake_f102750_0_0
4571,sushi_intake_f102750_1_0
4572,sushi_intake_f102750_2_0
4573,sushi_intake_f102750_3_0
4574,sushi_intake_f102750_4_0
4575,snackpot_intake_f102760_0_0
4576,snackpot_intake_f102760_1_0
4577,snackpot_intake_f102760_2_0
4578,snackpot_intake_f102760_3_0
4579,snackpot_intake_f102760_4_0
4580,couscous_intake_f102770_0_0
4581,couscous_intake_f102770_1_0
4582,couscous_intake_f102770_2_0
4583,couscous_intake_f102770_3_0
4584,couscous_intake_f102770_4_0
4585,other_grain_intake_f102780_0_0
4586,other_grain_intake_f102780_1_0
4587,other_grain_intake_f102780_2_0
4588,other_grain_intake_f102780_3_0
4589,other_grain_intake_f102780_4_0
4590,cheese_consumers_f102800_0_0
4591,cheese_consumers_f102800_1_0
4592,cheese_consumers_f102800_2_0
4593,cheese_consumers_f102800_3_0
4594,cheese_consumers_f102800_4_0
4595,low_fat_hard_cheese_intake_f102810_0_0
4596,low_fat_hard_cheese_intake_f102810_1_0
4597,low_fat_hard_cheese_intake_f102810_2_0
4598,low_fat_hard_cheese_intake_f102810_3_0
4599,low_fat_hard_cheese_intake_f102810_4_0
4600,hard_cheese_intake_f102820_0_0
4601,hard_cheese_intake_f102820_1_0
4602,hard_cheese_intake_f102820_2_0
4603,hard_cheese_intake_f102820_3_0
4604,hard_cheese_intake_f102820_4_0
4605,soft_cheese_intake_f102830_0_0
4606,soft_cheese_intake_f102830_1_0
4607,soft_cheese_intake_f102830_2_0
4608,soft_cheese_intake_f102830_3_0
4609,soft_cheese_intake_f102830_4_0
4610,blue_cheese_intake_f102840_0_0
4611,blue_cheese_intake_f102840_1_0
4612,blue_cheese_intake_f102840_2_0
4613,blue_cheese_intake_f102840_3_0
4614,blue_cheese_intake_f102840_4_0
4615,low_fat_cheese_spread_intake_f102850_0_0
4616,low_fat_cheese_spread_intake_f102850_1_0
4617,low_fat_cheese_spread_intake_f102850_2_0
4618,low_fat_cheese_spread_intake_f102850_3_0
4619,low_fat_cheese_spread_intake_f102850_4_0
4620,cheese_spread_intake_f102860_0_0
4621,cheese_spread_intake_f102860_1_0
4622,cheese_spread_intake_f102860_2_0
4623,cheese_spread_intake_f102860_3_0
4624,cheese_spread_intake_f102860_4_0
4625,cottage_cheese_intake_f102870_0_0
4626,cottage_cheese_intake_f102870_1_0
4627,cottage_cheese_intake_f102870_2_0
4628,cottage_cheese_intake_f102870_3_0
4629,cottage_cheese_intake_f102870_4_0
4630,feta_intake_f102880_0_0
4631,feta_intake_f102880_1_0
4632,feta_intake_f102880_2_0
4633,feta_intake_f102880_3_0
4634,feta_intake_f102880_4_0
4635,mozzarella_intake_f102890_0_0
4636,mozzarella_intake_f102890_1_0
4637,mozzarella_intake_f102890_2_0
4638,mozzarella_intake_f102890_3_0
4639,mozzarella_intake_f102890_4_0
4640,goats_cheese_intake_f102900_0_0
4641,goats_cheese_intake_f102900_1_0
4642,goats_cheese_intake_f102900_2_0
4643,goats_cheese_intake_f102900_3_0
4644,goats_cheese_intake_f102900_4_0
4645,other_cheese_intake_f102910_0_0
4646,other_cheese_intake_f102910_1_0
4647,other_cheese_intake_f102910_2_0
4648,other_cheese_intake_f102910_3_0
4649,other_cheese_intake_f102910_4_0
4650,egg_consumers_f102930_0_0
4651,egg_consumers_f102930_1_0
4652,egg_consumers_f102930_2_0
4653,egg_consumers_f102930_3_0
4654,egg_consumers_f102930_4_0
4655,whole_egg_intake_f102940_0_0
4656,whole_egg_intake_f102940_1_0
4657,whole_egg_intake_f102940_2_0
4658,whole_egg_intake_f102940_3_0
4659,whole_egg_intake_f102940_4_0
4660,omelette_intake_f102950_0_0
4661,omelette_intake_f102950_1_0
4662,omelette_intake_f102950_2_0
4663,omelette_intake_f102950_3_0
4664,omelette_intake_f102950_4_0
4665,eggs_in_sandwiches_intake_f102960_0_0
4666,eggs_in_sandwiches_intake_f102960_1_0
4667,eggs_in_sandwiches_intake_f102960_2_0
4668,eggs_in_sandwiches_intake_f102960_3_0
4669,eggs_in_sandwiches_intake_f102960_4_0
4670,scotch_egg_intake_f102970_0_0
4671,scotch_egg_intake_f102970_1_0
4672,scotch_egg_intake_f102970_2_0
4673,scotch_egg_intake_f102970_3_0
4674,scotch_egg_intake_f102970_4_0
4675,other_egg_intake_f102980_0_0
4676,other_egg_intake_f102980_1_0
4677,other_egg_intake_f102980_2_0
4678,other_egg_intake_f102980_3_0
4679,other_egg_intake_f102980_4_0
4680,meat_consumers_f103000_0_0
4681,meat_consumers_f103000_1_0
4682,meat_consumers_f103000_2_0
4683,meat_consumers_f103000_3_0
4684,meat_consumers_f103000_4_0
4685,sausage_intake_f103010_0_0
4686,sausage_intake_f103010_1_0
4687,sausage_intake_f103010_2_0
4688,sausage_intake_f103010_3_0
4689,sausage_intake_f103010_4_0
